objectID,isHighlight,accessionNumber,isPublicDomain,primaryImage,primaryImageSmall,constituents/0,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,objectDate,objectBeginDate,objectEndDate,medium,dimensions,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags/0,constituents/0/role,constituents/0/name,constituents/1/role,constituents/1/name,constituents/2/role,constituents/2/name,constituents/3/role,constituents/3/name,tags/1,tags/2,tags/3,tags/4,additionalImages/0,additionalImages/1,additionalImages/2,additionalImages/3,additionalImages/4,additionalImages/5,additionalImages/6,additionalImages/7,additionalImages/8,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,additionalImages/9,additionalImages/10,additionalImages/11,additionalImages/12,tags/14,tags/15,tags/16,tags/17,constituents/4/role,constituents/4/name,additionalImages/13,additionalImages/14,additionalImages/15,additionalImages/16,additionalImages/17,additionalImages/18,additionalImages/19,additionalImages/20,additionalImages/21,additionalImages/22
334401,false,1984.1203.163,true,https://images.metmuseum.org/CRDImages/dp/original/DP835762.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP835762.jpg,,Drawings and Prints,Print,Miss May Belfort (Medium Plate),,,,,,Artist,,Henri de Toulouse-Lautrec,"French, Albi 1864–1901 Saint-André-du-Bois",,"Toulouse-Lautrec, Henri de",French,1864,1901,1895,1895,1895,"Crayon, brush, and spatter lithograph printed in dark olive green on wove paper; only state","Image: 17 1/8 × 12 9/16 in. (43.5 × 31.9 cm)
Sheet: 21 1/4 × 14 15/16 in. (54 × 37.9 cm)","Bequest of Scofield Thayer, 1982",Made in,,,,France,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/334401,Women,Artist,Henri de Toulouse-Lautrec,Subject,May Belfort,Printer,Edward Ancourt,Printer,H. Stern,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403231,false,91.1.118,true,https://images.metmuseum.org/CRDImages/dp/original/DP827029.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827029.jpg,,Drawings and Prints,Print,The Distrest Poet,,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"December 15, 1740",1740,1740,Etching and engraving; third state of three,plate: 14 3/16 x 16 1/4 in. (36 x 41.3 cm),"Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/403231,Interiors,Artist,William Hogarth,,,,,,,Men,Women,Cats,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403255,false,32.35(20),true,https://images.metmuseum.org/CRDImages/dp/original/DP827037.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827037.jpg,,Drawings and Prints,Print,The Distrest Poet,,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"March 3, 1737",1737,1737,Engraving; second state of three,sheet: 13 7/8 x 15 7/8 in. (35.3 x 40.4 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-07-24T04:41:20.203Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/403255,Interiors,Artist,William Hogarth,,,,,,,Men,Women,Cats,Dogs,,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403248,false,91.1.121,true,https://images.metmuseum.org/CRDImages/dp/original/DP827021.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827021.jpg,,Drawings and Prints,Print,Strolling Actresses Dressing in a Barn,,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,May 1738,1738,1738,Etching and engraving; fourth state of four,sheet: 17 11/16 x 22 7/16 in. (45 x 57 cm),"Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/403248,Interiors,Artist,William Hogarth,,,,,,,Cats,Monkeys,Dressing,Drinking,,,,,,,,,,Actresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403228,false,29.38.3,true,https://images.metmuseum.org/CRDImages/dp/original/DP827022.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827022.jpg,,Drawings and Prints,Print,Strolling Actresses Dressing in a Barn,,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,1738,1738,1738,Etching and engraving; second state of four,plate: 17 15/16 x 22 7/16 in. (45.5 x 57 cm),"Gift of Mrs. Carl Joseph Ulmann, 1929",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/403228,Interiors,Artist,William Hogarth,,,,,,,Cats,Monkeys,Dressing,Drinking,,,,,,,,,,Actresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403258,false,26.1.19,true,https://images.metmuseum.org/CRDImages/dp/original/DP827028.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827028.jpg,,Drawings and Prints,Print,The Distrest Poet,,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"December 15, 1740",1740,1740,Etching and engraving; third state of three,plate: 14 3/16 x 16 3/16 in. (36 x 41.1 cm),"Gift of Carl Joseph Ulmann, 1926",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/403258,Interiors,Artist,William Hogarth,,,,,,,Men,Women,Cats,Dogs,,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403240,false,32.35(21),true,https://images.metmuseum.org/CRDImages/dp/original/DP827034.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827034.jpg,,Drawings and Prints,Print,The Distrest Poet,,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"December 15, 1740",1740,1740,Etching and engraving; third state of three,sheet: 14 1/16 x 16 1/16 in. (35.7 x 40.8 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/403240,Interiors,Artist,William Hogarth,,,,,,,Men,Women,Cats,Dogs,,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400074,false,91.1.136,true,https://images.metmuseum.org/CRDImages/dp/original/DP835450.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP835450.jpg,,Drawings and Prints,Print,The First Stage of Cruelty (The Four Stages of Cruelty),,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"February 1, 1751",1751,1751,Etching and engraving; first state of two,"plate: 15 1/4 x 12 11/16 in. (38.8 x 32.3 cm)
sheet: 15 15/16 x 13 3/16 in. (40.5 x 33.5 cm)","Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/400074,Chickens,Artist,William Hogarth,,,,,,,Men,Cats,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399823,false,91.1.15,true,https://images.metmuseum.org/CRDImages/dp/original/DP825284.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP825284.jpg,,Drawings and Prints,Print,"The Idle 'Prentice Returned from Sea and in a Garret with a Common Prostitute (Industry and Idleness, plate 7)",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"December 30, 1747",1747,1747,Etching and engraving; second state of two,"plate: 10 1/4 x 13 7/16 in. (26.1 x 34.1 cm)
sheet: 10 1/2 x 13 11/16 in. (26.7 x 34.7 cm)","Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/399823,Bedrooms,Artist,William Hogarth,,,,,,,Men,Women,Cats,Prostitutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399838,false,91.1.9,true,https://images.metmuseum.org/CRDImages/dp/original/DP825269.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP825269.jpg,,Drawings and Prints,Print,"The Fellow 'Prentices at their Looms (Industry and Idleness, plate 1)",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"September 30, 1747",1747,1747,Etching and engraving; second state of two,"plate: 10 3/8 x 13 7/16 in. (26.4 x 34.2 cm)
sheet: 10 5/8 x 14 in. (27 x 35.5 cm)","Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/399838,Men,Artist,William Hogarth,,,,,,,Cats,Working,Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398592,false,32.35(44),true,https://images.metmuseum.org/CRDImages/dp/original/DP824997.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP824997.jpg,,Drawings and Prints,Print,"The Idle 'Prentice Returned from Sea and in a Garret with a Common Prostitute: Industry and Idleness, plate 7",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"September 30, 1747",1747,1747,Etching and engraving; only state,sheet: 10 5/16 x 13 5/8 in. (26.2 x 34.6 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/398592,Bedrooms,Artist,William Hogarth,,,,,,,Men,Women,Cats,Prostitutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398601,false,32.35(36),true,https://images.metmuseum.org/CRDImages/dp/original/DP824992.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP824992.jpg,,Drawings and Prints,Print,"The Fellow 'Prentices at their Looms: Industry and Idleness, plate 1",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"September 30, 1747",1747,1747,Etching and engraving; second state of two,sheet: 10 5/16 x 13 5/8 in. (26.2 x 34.6 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/398601,Men,Artist,William Hogarth,,,,,,,Cats,Working,Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399848,false,91.1.12,true,https://images.metmuseum.org/CRDImages/dp/original/DP825272.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP825272.jpg,,Drawings and Prints,Print,"The Industrious 'Prentice a Favorite and Entrusted by his Master (Industry and Idleness, plate 4)",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,"September 30, 1747",1747,1747,Etching and engraving; second state of two,"plate: 10 3/8 x 13 1/2 in. (26.3 x 34.3 cm)
sheet: 10 11/16 x 13 7/8 in. (27.1 x 35.2 cm)","Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/399848,Men,Artist,William Hogarth,,,,,,,Women,Cats,Dogs,Working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337837,false,36.7.4,true,https://images.metmuseum.org/CRDImages/dp/original/DP825438.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP825438.jpg,,Drawings and Prints,Print,Eve,,,,,,Artist,,Paul Gauguin,"French, Paris 1848–1903 Atuona, Hiva Oa, Marquesas Islands",,"Gauguin, Paul",French,1848,1903,1898–99,1898,1899,Woodcut on japan tissue,11 x 8 1/4 in. trimmed to image,"Harris Brisbane Dick Fund, 1936",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/337837,Cats,Artist,Paul Gauguin,,,,,,,Eve,,,,https://images.metmuseum.org/CRDImages/dp/original/DR336.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394619,false,53.600.1046,true,https://images.metmuseum.org/CRDImages/dp/original/DP826119.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826119.jpg,,Drawings and Prints,Print,The Small Household,,,,,,Artist,,Jacques Gabriel Huquier,"French, Paris 1730–1805 Shrewsbury",,"Huquier, Jacques Gabriel",,1730,1805,mid to late 18th century,1745,1800,Etching and engraving,Sheet (trimmed): 11 7/16 × 7 11/16 in. (29 × 19.6 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/394619,Interiors,Artist,Jacques Gabriel Huquier,Artist,After François Boucher,,,,,Children,Infants,Women,Cats,,,,,,,,,,Daily Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394618,false,53.600.1047,true,https://images.metmuseum.org/CRDImages/dp/original/DP826120.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826120.jpg,,Drawings and Prints,Print,The Small Household,,,,,,Artist,,Jacques Gabriel Huquier,"French, Paris 1730–1805 Shrewsbury",,"Huquier, Jacques Gabriel",French,1730,1805,mid to late 18th century,1745,1800,Etching and engraving,Sheet (trimmed): 11 1/4 × 7 13/16 in. (28.5 × 19.8 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/394618,Children,Artist,Jacques Gabriel Huquier,Artist,After François Boucher,,,,,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418575,false,2012.401.25,true,https://images.metmuseum.org/CRDImages/dp/original/DP884171.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP884171.jpg,,Drawings and Prints,Print,"The Antiquary's Last Will and Testament (from The English Dance of Death, vol. I, plate 2)",,,,,The Dance of Death,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",British,1757,1827,1816,1816,1816,Hand-colored etching,Sheet: 5 3/8 x 9 1/8 in. (13.7 x 23.2 cm),"Gift of Dr. Stephen K. and Janie Woo Scher, 2012",,,,,,,,,,,,Prints,,,2019-05-08T15:15:06.773Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/418575,Satire,Artist,Thomas Rowlandson,Publisher,"Rudolph Ackermann, London",,,,,Bedrooms,Skeletons,Men,Cats,,,,,,,,,,Beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394281,false,53.600.1031,true,https://images.metmuseum.org/CRDImages/dp/original/DP826212.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826212.jpg,,Drawings and Prints,Print,The Little Farm Girl,,,,,"Four Children Themes
(Quatre Sujets d'Enfants)",Artist,,Claude Augustin Duflos le Jeune,"French, Paris 1700–1786 Paris",,"Duflos, Claude Augustin, le Jeune",French,1700,1786,ca. 1753,1748,1758,Etching and engraving,Sheet (trimmed): 10 5/8 × 8 1/16 in. (27 × 20.5 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/394281,Chickens,Artist,Claude Augustin Duflos le Jeune,Artist,After François Boucher,,,,,Farms,Girls,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394905,false,1991.1083.1,true,https://images.metmuseum.org/CRDImages/dp/original/DP874345.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP874345.jpg,,Drawings and Prints,Print,Fear,,,,,Collection of Grimaces (Recueil de Grimaces),Artist,,Louis Léopold Boilly,"French, La Bassée 1761–1845 Paris",,"Boilly, Louis Léopold",French,1761,1845,1825,1825,1825,Lithograph with hand-coloring,"Sheet: 11 7/16 x 8 9/16 in. (29 x 21.8 cm)
Image: 7 11/16 x 7 7/8 in. (19.5 x 20 cm)","A. Hyatt Major Purchase Fund, Majorie Phelps Starr Bequest, 1991",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/394905,Girls,Artist,Louis Léopold Boilly,Printer,Delpech,,,,,Men,Women,Cats,Mice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401587,false,32.35(5),true,https://images.metmuseum.org/CRDImages/dp/original/DP826994.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826994.jpg,,Drawings and Prints,Print,"A Harlot's Progress, Plate 4",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,before April 1732,1732,1732,Etching and engraving; first state of three,sheet: 12 5/16 x 15 1/8 in. (31.3 x 38.4 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/401587,Men,Artist,William Hogarth,,,,,,,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400722,false,32.35(4),true,https://images.metmuseum.org/CRDImages/dp/original/DP826941.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826941.jpg,,Drawings and Prints,Print,"A Harlot's Progress, Plate 3",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,before April 1732,1732,1732,Etching and engraving; first state of three,sheet: 12 11/16 x 15 3/8 in. (32.2 x 39 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/400722,Bedrooms,Artist,William Hogarth,,,,,,,Men,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366514,false,63.550.479,true,https://images.metmuseum.org/CRDImages/dp/original/DT270088.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DT270088.jpg,,Drawings and Prints,Print,My Little White Kitties – Into Mischief,,,,,,Publisher,,Currier & Ives,"American, active New York, 1857–1907",,Currier & Ives,American,1857,1907,1871,1871,1871,Hand-colored lithograph,image: 8 1/4 x 12 1/2 in. (21 x 31.8 cm),"Bequest of Adele S. Colgate, 1962",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/366514,Cats,Publisher,Currier &amp; Ives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366513,false,63.550.314,true,https://images.metmuseum.org/CRDImages/dp/original/DT257847.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DT257847.jpg,,Drawings and Prints,Print,Pussy's Return,,,,,,Publisher,,Currier & Ives,"American, active New York, 1857–1907",,Currier & Ives,American,1857,1907,1874–78,1874,1878,Hand-colored lithograph,image: 8 1/2 x 12 1/2 in. (21.6 x 31.8 cm),"Bequest of Adele S. Colgate, 1962",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/366513,Cats,Publisher,Currier &amp; Ives,,,,,,,Roses,Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399545,false,91.1.130,true,https://images.metmuseum.org/CRDImages/dp/original/DP825203.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP825203.jpg,,Drawings and Prints,Print,"A Harlot's Progress, Plate 3",,,,,,Artist,,William Hogarth,"British, London 1697–1764 London",,"Hogarth, William",British,1697,1764,April 1732,1732,1732,Etching and engraving; third state of three,"plate: 12 11/16 x 15 3/8 in. (32.3 x 39 cm)
sheet: 13 3/8 x 15 7/8 in. (34 x 40.3 cm)","Gift of Sarah Lazarus, 1891",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/399545,Men,Artist,William Hogarth,,,,,,,Women,Cats,Tea Drinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417895,false,32.35(156),true,https://images.metmuseum.org/CRDImages/dp/original/DP847426.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP847426.jpg,,Drawings and Prints,Print,The Distressed Poet,,,,,,Engraver,,Dent,"British, active ca. 1800",,Dent,British,1800,1800,ca. 1800,1795,1805,Engraving,Sheet: 2 11/16 x 3 1/4 in. (6.8 x 8.2 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/417895,Interiors,Engraver,Dent,Artist,After William Hogarth,,,,,Men,Women,Cats,Dogs,,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417887,false,32.35(162),true,https://images.metmuseum.org/CRDImages/dp/original/DP847432.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP847432.jpg,,Drawings and Prints,Print,The First Stage of Cruelty,,,,,,Engraver,,Dent,"British, active ca. 1800",,Dent,British,1800,1800,ca. 1800,1795,1805,Engraving,Sheet: 3 1/16 x 2 11/16 in. (7.7 x 6.8 cm),"Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/417887,Chickens,Engraver,Dent,Artist,After William Hogarth,,,,,Men,Cats,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742433,false,59.533.806,true,https://images.metmuseum.org/CRDImages/dp/original/DP873662.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP873662.jpg,,Drawings and Prints,Print,The Old Maid's Prayer!!,,,,,Prayers and Journals,Etcher,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"February 10, 1801",1801,1801,Hand-colored etching,"Sheet: 17 7/16 × 11 1/4 in. (44.3 × 28.6 cm)
Plate: 7 15/16 × 9 3/4 in. (20.1 × 24.7 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/742433,Satire,Etcher,Thomas Rowlandson,Artist,After George Moutard Woodward,Printer,Edward Spragg,,,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395329,false,59.533.1638(4),true,https://images.metmuseum.org/CRDImages/dp/original/DP813096.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP813096.jpg,,Drawings and Prints,Print,"The Antiquary's Last Will and Testament (The English Dance of Death, plate 2)",,,,,The Dance of Death,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",British,1757,1827,"April 1, 1814",1814,1814,Etching and aquatint with watercolor,"image: 4 13/16 x 8 1/4 in. (12.2 x 21 cm)
sheet: 5 9/16 x 8 5/8 in. (14.1 x 21.9 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-04-27T03:00:45.603Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/395329,Satire,Artist,Thomas Rowlandson,Publisher,"Published by Rudolph Ackermann, London",,,,,Bedrooms,Men,Cats,Skeletons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811984,false,59.533.1987,true,https://images.metmuseum.org/CRDImages/dp/original/DP881831.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP881831.jpg,,Drawings and Prints,Print,The Miseries of Human Life: Getting Up Early in a Cold Gloomy Morning...Before an Empty Grate,,,,,Miseries of Human Life,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"October 9, 1807",1807,1807,Hand-colored etching,Sheet (trimmed): 10 1/16 × 13 1/2 in. (25.5 × 34.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-05-08T15:15:06.773Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/811984,Satire,Artist,Thomas Rowlandson,Artist,After George Moutard Woodward,,,,,Men,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346500,false,53.600.1003(1-6),true,https://images.metmuseum.org/CRDImages/dp/original/MM74798.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/MM74798.jpg,,Drawings and Prints,Print; Album; Ornament & Architecture,The Five Senses,,,,,"The Five Senses
(Les Cinq Senses)",Artist,,François Boucher,"French, Paris 1703–1770 Paris",,"Boucher, François",French,1703,1770,1720–70,1720,1770,Etching and engraving,18 × 13 7/8 × 3/16 in. (45.7 × 35.2 × 0.5 cm),"Harris Brisbane Dick Fund, 1953",Printed,Paris,,,France,,,,,,,Albums,,,2019-08-22T03:00:43.77Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/346500,Chinoiserie,Artist,François Boucher,Publisher,Gabriel Huquier,,,,,Women,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393506,false,17.50.17-44,true,https://images.metmuseum.org/CRDImages/dp/original/DP816511.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP816511.jpg,,Drawings and Prints,Print,Melencholia,,,,,,Artist,,Giovanni Benedetto Castiglione (Il Grechetto),"Italian, Genoa 1609–1664 Mantua",,"Castiglione, Giovanni Benedetto (Il Grechetto)",Italian,1609,1664,ca. 1645–1646,1640,1650,"Etching, state undetermined, print trimmed on all sides",sheet: 8 3/16 x 4 1/2 in. (20.8 x 11.5 cm),"Purchase, Joseph Pulitzer Bequest, 1917",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/393506,Skulls,Artist,Giovanni Benedetto Castiglione (Il Grechetto),,,,,,,Contemplation,Women,Cats,Dogs,,,,,,,,,,Globes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
